Front	Back	Tags
"Q79: What is the section of the IT environment that is closest to the external world; where we locate IT systems that communicate with the Internet?

A. DMZ
B. MAC
C. RBAC
D. VLAN

正解: {c1::DMZ}

解説: DMZ is what we often call this portion of the environment the demilitarized zone. VLAN is a way to segment portions of the internal network. MAC is the physical address of a given networked device. RBAC is an access control model."		cc-practice security-plus choices-included
"Q80: An IoT (Internet of Things) device is typically characterized by its effect on or use of which environment?

A. Development
B. Internal
C. Physical
D. Remote

正解: {c1::Physical}

解説: IoT devices typically have some interaction with the physical realm, either by having some physical effect (a vacuum cleaner, refrigerator, light) or by monitoring the physical environment itself (a camera, sensor, etc.)."		cc-practice security-plus choices-included
"Q81: What type of device is commonly advisable to have on the perimeter between two networks?

A. Camera
B. Firewall
C. IoT
D. User laptop

正解: {c1::Firewall}

解説: Firewalls are often useful to monitor/filter traffic between two networks."		cc-practice security-plus choices-included
"Q82: Which of the following describes when archiving is typically done?

A. When data has become illegal
B. When data has lost all value
C. When data is not needed for regular work purposes
D. When data is ready to be destroyed

正解: {c1::When data is not needed for regular work purposes}

解説: Archiving is the action of moving data from the production environment to long-term storage."		cc-practice security-plus choices-included
"Q83: Every document owned by Triffid, Inc., whether hardcopy or electronic, has a clear, 24-point word at the top and bottom. Only three words can be used: 'Sensitive', 'Proprietary', and 'Public'.

Which concept does this demonstrate?

A. Inverting
B. Labeling
C. Privacy
D. Secrecy

正解: {c1::Labeling}

解説: Labeling is the practice of annotating assets with classification markings."		cc-practice security-plus choices-included
"Q84: To what data does security need to be provided?

A. All of the answers
B. Illegal
C. Private
D. Restricted

正解: {c1::All of the answers}

解説: All data needs some form of security; even data that is not sensitive (such as data intended for public view) needs protection to ensure availability."		cc-practice security-plus choices-included
"Q85: Hashing is often used to provide what?

A. Availability
B. Confidentiality
C. Integrity
D. Value

正解: {c1::Integrity}

解説: Hashing is used for integrity checks."		cc-practice security-plus choices-included
"Q86: If two people want to use asymmetric communication to conduct a confidential conversation, how many keys do they need?

A. 11
B. 1
C. 4
D. 8

正解: {c1::4}

解説: In asymmetric encryption, each party needs their own key pair (a public key and a private key) to engage in confidential communication."		cc-practice security-plus choices-included
"Q87: Which of the following describes the output of a hashing algorithm?

A. It's different when the same input is used
B. It's the same characters
C. It's the same language
D. It's the same length

正解: {c1::It's the same length}

解説: Hashing algorithms create output of a fixed length."		cc-practice security-plus choices-included
"Q88: What is the MOST crucial element of any security instruction program?

A. Ensure availability of IT systems
B. Preserve health and human safety
C. Preserve shareholder value
D. Protect assets

正解: {c1::Preserve health and human safety}

解説: This is the paramount rule in all security efforts."		cc-practice security-plus choices-included
"Q89: Which one of the following is a benefit of computer-based training (CBT)?

A. Expensive
B. Interacting with other participants
C. Personal interaction with instructor
D. Scalable

正解: {c1::Scalable}

解説: CBT is completely scalable, because it can be replicated uniformly for any number of users."		cc-practice security-plus choices-included
"Q90: An organization should keep on file a copy of every signed Acceptable Use Policy (AUP). To whom should a copy be issued?

A. Lawmakers
B. The Public Relations office
C. The regulators overseeing that industry
D. The user who signed it

正解: {c1::The user who signed it}

解説: The AUP is an agreement between the user and the organization, so both parties need to keep a copy of it."		cc-practice security-plus choices-included
"Q91: Why is the proper alignment of security policy and business goals within the organization important?

A. Bad security policy can be illegal
B. Security is more important than business
C. Security policy that conflicts with business goals can inhibit productivity
D. Security should always be as strict as possible

正解: {c1::Security policy that conflicts with business goals can inhibit productivity}

解説: Security is a support function in most organizations, not a business function; therefore, security policy must conform to business needs to avoid inhibiting productivity."		cc-practice security-plus choices-included
"Q92: What must an organization always be prepared to do when applying a patch?

A. Buy a new system
B. Pay for the updated content
C. Rollback
D. Settle lawsuits

正解: {c1::Rollback}

解説: Patches can sometimes cause unintended problems in the environment, so an organization must always be prepared to rollback the environment to the last known good state prior to when the patch was applied."		cc-practice security-plus choices-included
"Q93: Which of the following is used to ensure that configuration management activities are effective and enforced?

A. Baseline
B. Identification
C. Inventory
D. Verification and audit

正解: {c1::Verification and audit}

解説: Verification and audit are methods used to review the IT environment to ensure that configuration management activities have taken place and are achieving their intended purpose."		cc-practice security-plus choices-included
"Q94: Triffid, Inc., wants to host streaming video files for the company's remote users, but wants to ensure that the data is protected while it's streaming.

Which method is probably BEST for this purpose?

A. Asymmetric encryption
B. Hashing
C. Symmetric encryption
D. VLANs

正解: {c1::Symmetric encryption}

解説: Symmetric encryption offers confidentiality of data with the least amount of processing overhead, which makes it the preferred means of protecting streaming data."		cc-practice security-plus choices-included
"Q95: What should security controls on log data reflect?

A. The local culture where the log data is stored
B. The organization's commitment to customer service
C. The price of the storage device
D. The sensitivity of the source device

正解: {c1::The sensitivity of the source device}

解説: Log data should be protected with security as high, or higher, than the security level of the systems or devices that log was captured from."		cc-practice security-plus choices-included
"Q96: How often should logs be reviewed?

A. Continually
B. Every Thursday
C. Once per calendar year
D. Once per fiscal year

正解: {c1::Continually}

解説: Log review should happen continually, in order to ensure detection efforts are optimized."		cc-practice security-plus choices-included
"Q97: Dieter wants to send a message to Lupa and wants to be sure that Lupa knows the message has not been modified in transit.

Which technique/tool could Dieter use to assist in this effort?

A. Antivirus software
B. Asymmetric encryption
C. Hashing
D. Symmetric encryption

正解: {c1::Hashing}

解説: Hashing is a means to provide an integrity check."		cc-practice security-plus choices-included
"Q98: Where should log data be kept?

A. In airtight containers
B. In an underground bunker
C. On a device other than where it was captured
D. On the device that the log data was captured from

正解: {c1::On a device other than where it was captured}

解説: Log data can often be useful in diagnosing or investigating the device it was captured from; it is therefore useful to store the data away from the device where it was harvested, in case something happens to the source device."		cc-practice security-plus choices-included
"Q99: Which of the following describes data that is left behind on systems/media after normal deletion procedures have been attempted?

A. Fragments
B. Packets
C. Remanence
D. Residue

正解: {c1::Remanence}

解説: Data remanence is the term used to describe data left behind on systems/media after normal deletion procedures have been attempted."		cc-practice security-plus choices-included
"Q100: What should be done when data has reached the end of the retention period?

A. It should be archived
B. It should be destroyed
C. It should be enhanced
D. It should be sold

正解: {c1::It should be destroyed}

解説: At the end of the retention period, data should be securely destroyed."		cc-practice security-plus choices-included
"Q101: Data retention periods apply to which kind of data?

A. All of the answers
B. Medical
C. Secret
D. Sensitive

正解: {c1::All of the answers}

解説: All data should have specific retention periods (even though retention periods may differ for various types of data)."		cc-practice security-plus choices-included
